customer_id,probability
12346,0.04275845096262031
12347,0.23990674629791334
12348,0.12661955953953768
12349,0.3743334879973233
12350,0.30141154147002897
12351,0.03043840741618177
12352,0.5297732315280774
12353,0.033779548473312916
12354,0.04063897517417803
12355,0.14082311867827998
12356,0.1937336240529272
12357,0.452813489202602
12358,0.08393626202483483
12359,0.1955537845464142
12360,0.2914028453599883
12361,0.02646989780965278
12362,0.5047974540989488
12363,0.04319305967446503
12364,0.1347964984302222
12365,0.23649960144793386
12366,0.014205438059445245
12368,0.047691947000660026
12369,0.1445839394172325
12370,0.18264020259614203
12371,0.15320592145344544
12372,0.12343018848145541
12373,0.10607659831460742
12374,0.3849838989550243
12375,0.09569823013442595
12376,0.01643251564621723
12377,0.22923487405559445
12378,0.15877850385004227
12379,0.2307426519362277
12380,0.8179852638047946
12381,0.6959652234130996
12382,0.001067328538561978
12383,0.21999740701569512
12384,0.6435154243551541
12385,0.2217918374245987
12386,0.04137748204892942
12387,0.04028481650746948
12388,0.5134700529171646
12389,0.2387763395370402
12390,0.05507934333399255
12391,0.3887799727649534
12392,0.01727759922779551
12393,0.1447558477835975
12394,0.049768099435537935
12395,0.4915853199247819
12396,0.11838510924355877
12397,0.40038557135719
12398,0.1647149513498563
12399,0.18719647742599319
12400,0.026706649543963255
12401,0.004051510026433718
12402,0.12732349556894734
12403,0.02675548575074301
12404,0.0009844323527141994
12405,0.10739046794682915
12406,0.449838680718755
12407,0.1091122890910284
12408,0.3377088684478208
12409,0.5003236431189773
12410,0.20216370301518063
12411,0.022696474625091112
12412,0.16973106242536845
12413,0.04627094481383411
12414,0.05329149078537296
12415,0.9824582857605764
12416,0.022843810354857014
12417,0.2270085045481061
12418,0.31428794264390225
12419,0.04102716535903286
12420,0.10560931204978828
12421,0.12169174626149477
12422,0.1846472848473297
12423,0.2622142205128492
12424,0.2636593742023342
12425,0.14902140193808763
12426,0.17030180414706927
12427,0.04994429534530437
12428,0.6131634461570862
12429,0.754759063659421
12430,0.17176321010569076
12431,0.5260516323853776
12432,0.16290236189552157
12433,0.8550935727841108
12434,0.12331705630454645
12435,0.15832179735594942
12436,0.04062488879532891
12437,0.8702924857546269
12438,0.10713028710481518
12439,0.05205363082303572
12440,0.192877211344295
12441,0.019784045198641628
12443,0.061952794444760324
12444,0.5452283476576993
12445,0.09073959633643691
12446,0.13665481074481753
12447,0.06218598030396113
12448,0.15448855521455584
12449,0.3383661938511424
12450,0.11492453421503887
12451,0.8927477828633479
12452,0.08794031103773016
12453,0.07916017395921297
12454,0.19792605885293477
12455,0.060903256865558884
12456,0.18874689021656305
12457,0.09385776684843414
12458,0.07163528256820725
12459,0.034567464577682484
12460,0.03440827121761647
12461,0.16375277654396814
12462,0.17128717836106663
12463,0.0910721013251298
12464,0.15200744706346897
12465,0.17420859836259714
12466,0.0008648131829089472
12467,0.009748878843712373
12468,0.21818476453158706
12469,0.08815103599558904
12470,0.05595810862858732
12471,0.9102190630458622
12472,0.8992705030497752
12473,0.4368372441643642
12474,0.8368249409838497
12475,0.2809555665590004
12476,0.9233335594468922
12477,0.8228998821241653
12479,0.061333132689169165
12480,0.48335418356793847
12481,0.859834383448408
12482,0.41968301061741614
12483,0.6677898478652989
12484,0.6396109689883654
12485,0.06827953368249252
12486,0.0732252225355514
12487,0.09278057302001788
12488,0.20320931286591143
12489,0.12119982382767973
12490,0.6587653596822659
12491,0.025724984345762692
12492,0.15807721648529788
12493,0.015499811308554339
12494,0.100556409097406
12495,0.13764733264256634
12496,0.038327604514248804
12497,0.16498087490545868
12498,0.0734128983820672
12499,0.08443067362470606
12500,0.37798806124866124
12501,0.20130120423890718
12502,0.16664947646823788
12503,0.02453345405878958
12504,0.01740764911664154
12505,0.22038672882254057
12506,0.006637058822929635
12507,0.13859223822238964
12508,0.16302876431272004
12509,0.016123516707789526
12510,0.2300230197612799
12511,0.28661780898546807
12512,0.017630376952117093
12513,0.02980912106564387
12514,0.22746230082988328
12515,0.04001823726369305
12516,0.152520449639855
12517,0.3294994235125039
12518,0.3438769917000543
12519,0.052467623095317564
12520,0.2204472569893488
12521,0.0615225677762501
12522,0.0103636621609124
12523,0.6635265991526554
12524,0.8195466045689059
12525,0.16112486856109995
12526,0.10111661278207634
12527,0.09986188387053938
12528,0.3329792507462401
12529,0.05158786892160642
12530,0.1932827023807389
12531,0.3401760959368932
12532,0.1842780936853953
12533,0.09169153198776175
12534,0.10369648639388772
12535,0.017612595572070747
12536,0.17812553629854824
12537,0.1855519256411057
12538,0.2894747079163407
12539,0.5404251667765356
12540,0.8901888760249485
12541,0.2762986001487858
12542,0.04677095674380916
12543,0.06698531504083272
12544,0.05324331716751098
12545,0.08628034002893686
12546,0.0632041979880681
12547,0.05902453630749876
12548,0.015584591372456397
12549,0.03278202769626723
12550,0.16320363079740735
12551,0.016968393058640133
12552,0.07172536822067578
12553,0.7036879103875892
12554,0.04305255561372836
12555,0.0014910784044014586
12556,0.15221615541795389
12557,0.714689645347244
12559,0.061594792957604574
12560,0.14507942121324585
12561,0.0403346475965326
12562,0.6940611317851941
12563,0.14547762954471094
12564,0.05635504419129646
12565,0.021618258571861605
12566,0.024510044019473525
12567,0.8665129719157061
12568,0.005733502481285337
12569,0.6714147813647416
12570,0.0009844323527141994
12571,0.1447002017164887
12572,0.07971757146104486
12573,0.10777843739490904
12574,0.11500563823856194
12575,0.10765555428689305
12576,0.24882633689360834
12577,0.6724279724802026
12578,0.6286798678730663
12579,0.05910201271031151
12580,0.10180800452891398
12581,0.05355985080933517
12582,0.11662988192702833
12583,0.8255590885575528
12584,0.1813972520521464
12585,0.20122693609204012
12586,0.4262256015736918
12588,0.15170860910289677
12589,0.7820223668728379
12590,0.1099089420856859
12591,0.10992875448765382
12592,0.2402696618383937
12593,0.06293387195227644
12594,0.35979607610437797
12595,0.045794934102436284
12596,0.04695310515309985
12597,0.3203754974662671
12598,0.396629811664709
12599,0.1707208671615664
12600,0.757468246012953
12601,0.13455434772779584
12602,0.014374531722498269
12603,0.017225692472891213
12604,0.08011293658557135
12605,0.09211606941208739
12606,0.001098904063994193
12607,0.05687079500294528
12608,0.01975924428594836
12609,0.3975448577569357
12610,0.4996168129013949
12611,0.0985246318960981
12612,0.018199925205056453
12613,0.3356541586012562
12614,0.05077689255313963
12615,0.5810492003591703
12616,0.05293173533257007
12617,0.02589809502423104
12618,0.028690353013202795
12619,0.6262363913467672
12620,0.05237219984685884
12621,0.8669140929883035
12622,0.017687790210689287
12623,0.2156333530040694
12624,0.10460668135512742
12625,0.3566122074633006
12626,0.6770574333897409
12627,0.5365722433170069
12628,0.07290499237610741
12629,0.11925326924604326
12630,0.18642785731872757
12631,0.3908753882730399
